DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP,COMMUNITY_COUNCIL_NEIGHBORHOOD
5,XX KINGS RUN CT,39.1780549738776,-84.5094919241097,WINTON HILLS,WINTON HILLS,"2,405",139026874,2,"CINCINNATI, OH 45232",BLACK,MALE,20,NONFATAL,10/01/2013 12:00:00 AM,OCT,213800,21,TUE,139026874,10/01/2013 09:38:00 PM,DISTRICT 5,45232,WINTON HILLS
3,34XX WARSAW AV,39.109894988064,-84.5661956301274,EAST PRICE HILL,EAST PRICE HILL,"3,924",179017754,1,,BLACK,MALE,32,NONFATAL,05/16/2017 12:00:00 AM,MAY,030500,3,TUE,179017754,05/16/2017 03:05:00 AM,DISTRICT 3,,EAST PRICE HILL
1,16XX LINN ST,39.1147912647129,-84.5268289206352,WEST END,WEST END,"1,594",11104005,2,"CINC, OH 45214",BLACK,MALE,31,NONFATAL,10/02/2011 12:00:00 AM,OCT,051500,5,SUN,11104005,10/02/2011 05:15:00 AM,DISTRICT 1,45214,WEST END
1,12XX PENDLETON ST,39.1112548988282,-84.5060708650587,PENDLETON,PENDLETON,851,11000310S2,2,,BLACK,MALE,32,NONFATAL,01/27/2010 12:00:00 AM,JAN,,N/A,WED,11000310S2,01/27/2010 12:00:00 AM,DISTRICT 1,45202,PENDLETON
3,9XX WOODLAWN AV,39.1093996236414,-84.5681295319984,EAST PRICE HILL,EAST PRICE HILL,936,31002973,1,,BLACK,MALE,21,NONFATAL,04/10/2010 12:00:00 AM,APR,,N/A,SAT,31002973,04/10/2010 12:00:00 AM,DISTRICT 3,45205,EAST PRICE HILL
4,7XX WAYNE ST,39.1259932440733,-84.4949060809992,WALNUT HILLS,WALNUT HILLS,"2,313",139018837,1,"CINC, OH 45207",BLACK,MALE,24,NONFATAL,07/18/2013 12:00:00 AM,JUL,095000,9,THU,139018837,07/18/2013 09:50:00 AM,DISTRICT 4,45206,WALNUT HILLS
5,22XX VINE ST,39.1234790840656,-84.5146065426442,CUF,CUF,"2,329",139020252,1,"CINC, OH 45232",BLACK,MALE,23,NONFATAL,07/31/2013 12:00:00 AM,JUL,231500,23,WED,139020252,07/31/2013 11:15:00 PM,DISTRICT 5,45219,MOUNT AUBURN
2,36XX EVANSTON AV,39.145251453092,-84.4629914444571,EVANSTON,EVANSTON,399,20806592,1,,BLACK,MALE,28,NONFATAL,12/12/2008 12:00:00 AM,DEC,,N/A,FRI,20806592,12/12/2008 12:00:00 AM,DISTRICT 2,45207,EVANSTON
2,17XX HEWITT AV,39.1367017913989,-84.4737869162363,EVANSTON,EVANSTON,"2,918",159006351,1,"CINCINNATI, OH 45208",BLACK,MALE,25,NONFATAL,03/18/2015 12:00:00 AM,MAR,111900,11,WED,159006351,03/18/2015 11:19:00 AM,DISTRICT 2,45207,EVANSTON
3,17XX WEBER ST,39.1554608842308,-84.548720840181,SOUTH CUMMINSVILLE,SOUTH CUMMINSVILLE,"4,370",189020434,1,,BLACK,MALE,21,FATAL,07/27/2018 12:00:00 AM,JUL,174000,17,FRI,189020434,07/27/2018 05:40:00 PM,DISTRICT 3,,SOUTH CUMMINSVILLE
1,4XX W COURT ST,39.1047837959898,-84.5215409027312,WEST END,WEST END,"4,541",199001880,1,,BLACK,MALE,36,NONFATAL,01/27/2019 12:00:00 AM,JAN,041000,4,SUN,199001880,01/27/2019 04:10:00 AM,DISTRICT 1,,WEST END
4,77XX READING ROAD,39.2035118259345,-84.4547804305966,ROSELAWN,ROSELAWN,"1,508",41104762,1,"CINC, OH 45229",BLACK,MALE,25,NONFATAL,07/25/2011 12:00:00 AM,JUL,224000,22,MON,41104762,07/25/2011 10:40:00 PM,DISTRICT 4,45237,ROSELAWN
3,8XX HERMOSA AV,39.109725402591,-84.5957194959865,WEST PRICE HILL,WEST PRICE HILL,"4,519",199000024,2,,BLACK,MALE,29,NONFATAL,01/01/2019 12:00:00 AM,JAN,012000,1,TUE,199000024,01/01/2019 01:20:00 AM,DISTRICT 3,,WEST PRICE HILL
4,26XX STANTON AV,39.1299232043127,-84.4925908180845,WALNUT HILLS,WALNUT HILLS,702,40906089,1,,BLACK,MALE,34,NONFATAL,08/30/2009 12:00:00 AM,AUG,,N/A,SUN,40906089,08/30/2009 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
3,35XX MCHENRY AV,39.1508732045968,-84.5649147643128,EAST WESTWOOD,EAST WESTWOOD,"1,540",31107316,1,"CINC, OH 45231",BLACK,MALE,20,NONFATAL,08/19/2011 12:00:00 AM,AUG,205000,20,FRI,31107316,08/19/2011 08:50:00 PM,DISTRICT 3,45225,EAST WESTWOOD
4,78XX NEWBEDFORD AV,39.2053669778649,-84.4570620102387,ROSELAWN,ROSELAWN,"1,991",129029735,1,"CINC, OH 45237",BLACK,MALE,16,NONFATAL,10/13/2012 12:00:00 AM,OCT,051500,5,SAT,129029735,10/13/2012 05:15:00 AM,DISTRICT 4,45237,ROSELAWN
3,11XX GRAND AV,39.1134060551094,-84.5595907730519,EAST PRICE HILL,EAST PRICE HILL,214,30806908,1,,WHITE,MALE,16,NONFATAL,07/19/2008 12:00:00 AM,JUL,,N/A,SAT,30806908,07/19/2008 12:00:00 AM,DISTRICT 3,45204,EAST PRICE HILL
2,36XX CLARION AV,39.1460746850588,-84.4699756371573,EVANSTON,EVANSTON,254,20804050,1,,BLACK,MALE,17,NONFATAL,08/13/2008 12:00:00 AM,AUG,,N/A,WED,20804050,08/13/2008 12:00:00 AM,DISTRICT 2,45207,EVANSTON
3,8XX DELHI AV,39.0927880947872,-84.5738407679334,SEDAMSVILLE,SEDAMSVILLE,"2,501",149000804,1,"CINCINNATI, OH 45204",BLACK,FEMALE,11,FATAL,01/12/2014 12:00:00 AM,JAN,030100,3,SUN,149000804,01/12/2014 03:01:00 AM,DISTRICT 3,45204,SEDAMSVILLE
4,2XX MCCORMICK PL,39.1244587324356,-84.5058652882816,MT AUBURN,MT. AUBURN,"3,743",169031610,1,,BLACK,MALE,22,NONFATAL,12/03/2016 12:00:00 AM,DEC,014000,1,SAT,169031610,12/03/2016 01:40:00 AM,DISTRICT 4,,MOUNT AUBURN
3,16XX PULTE ST,39.1364210323814,-84.5493049092026,NORTH FAIRMT,NORTH FAIRMOUNT,"2,179",139009355,1,"CINTI, OH 45225",BLACK,MALE,18,NONFATAL,04/22/2013 12:00:00 AM,APR,191800,19,MON,139009355,04/22/2013 07:18:00 PM,DISTRICT 3,45225,NORTH FAIRMOUNT
4,73XX BROOKCREST DR,39.1944162898564,-84.45827432075,ROSELAWN,ROSELAWN,"1,262",41008306,1,"CINC, OH 45237",BLACK,MALE,55,NONFATAL,12/30/2010 12:00:00 AM,DEC,,N/A,THU,41008306,12/30/2010 12:00:00 AM,DISTRICT 4,45237,ROSELAWN
1,XX E MCMICKEN AV,39.1152725433498,-84.514958374654,OVER-THE-RHINE,OVER-THE-RHINE,"4,214",189004388,1,,BLACK,MALE,39,NONFATAL,02/17/2018 12:00:00 AM,FEB,183300,18,SAT,189004388,02/17/2018 06:33:00 PM,DISTRICT 1,,OTR
2,16XX JONATHAN AV,39.1420702013302,-84.4728555283139,EVANSTON,EVANSTON,745,20904859,1,,BLACK,MALE,22,NONFATAL,10/15/2009 12:00:00 AM,OCT,,N/A,THU,20904859,10/15/2009 12:00:00 AM,DISTRICT 2,45207,EVANSTON
3,7XX STATE AV,39.1044756293731,-84.5546586533102,LOWER PRICE HILL,LOWER PRICE HILL,"3,269",159029338,2,"CINCINNATI, OH 45204",WHITE,MALE,39,NONFATAL,10/26/2015 12:00:00 AM,OCT,170200,17,MON,159029338,10/26/2015 05:02:00 PM,DISTRICT 3,,LOWER PRICE HILL
4,28XX MELROSE AV,39.1317011377609,-84.4907321092344,WALNUT HILLS,WALNUT HILLS,"1,740",129004321,1,"CINC, OH 45206",BLACK,MALE,28,NONFATAL,02/18/2012 12:00:00 AM,FEB,014500,1,SAT,129004321,02/18/2012 01:45:00 AM,DISTRICT 4,45206,WALNUT HILLS
3,29XX WARSAW AV,39.1106725199983,-84.5601969997019,EAST PRICE HILL,EAST PRICE HILL,"3,943",179020335,1,,BLACK,MALE,41,NONFATAL,06/04/2017 12:00:00 AM,JUN,165000,16,SUN,179020335,06/04/2017 04:50:00 PM,DISTRICT 3,,EAST PRICE HILL
4,35XX READING RD,39.1454267369813,-84.4905714972651,AVONDALE,AVONDALE,60,40801940,1,,BLACK,MALE,16,NONFATAL,03/26/2008 12:00:00 AM,MAR,,N/A,WED,40801940,03/26/2008 12:00:00 AM,DISTRICT 4,45229,AVONDALE
1,17XX REPUBLIC ST,39.1151803226775,-84.5168850171237,OVER-THE-RHINE,OVER-THE-RHINE,"4,071",179037729,1,,BLACK,MALE,33,NONFATAL,09/12/2017 12:00:00 AM,SEP,005000,0,TUE,179037729,09/12/2017 12:50:00 AM,DISTRICT 1,,OTR
1,XX W MCMICKEN AV,39.1178635145907,-84.5162994142504,OVER-THE-RHINE,CUF,304,10804875,1,,BLACK,MALE,33,FATAL,09/28/2008 12:00:00 AM,SEP,,N/A,SUN,10804875,09/28/2008 12:00:00 AM,DISTRICT 1,45202,OTR
1,8XX POPLAR ST,39.115898373463,-84.5288508137903,WEST END,WEST END,"4,398",189023509,3,,BLACK,MALE,58,NONFATAL,08/27/2018 12:00:00 AM,AUG,155200,15,MON,189023509,08/27/2018 03:52:00 PM,DISTRICT 1,,WEST END
3,32XX BOWLING GREEN CT,39.1436224207385,-84.5524507753156,MILLVALE,MILLVALE,"2,220",139012854,2,"C/O, 45216",BLACK,MALE,21,NONFATAL,05/25/2013 12:00:00 AM,MAY,130300,13,SAT,139012854,05/25/2013 01:03:00 PM,DISTRICT 3,45225,MILLVALE
4,6XX ROCKDALE AV,39.1444064924663,-84.494608624917,AVONDALE,AVONDALE,"3,517",169015060,2,"CINCINNATI, OH 45229",BLACK,FEMALE,36,NONFATAL,06/21/2016 12:00:00 AM,JUN,201500,20,TUE,169015060,06/21/2016 08:15:00 PM,DISTRICT 4,,AVONDALE
4,8XX WINDHAM AV,39.1436411662715,-84.4892266774251,AVONDALE,AVONDALE,"2,107",139003699,1,"CINC, OH 45213",BLACK,MALE,30,NONFATAL,02/11/2013 12:00:00 AM,FEB,130000,13,MON,139003699,02/11/2013 01:00:00 PM,DISTRICT 4,45229,AVONDALE
1,19XX LINN ST,39.1175663247431,-84.5264748759581,WEST END,WEST END,"3,176",159023295,1,"CINCINNATI, OH 45210",BLACK,MALE,52,NONFATAL,08/28/2015 12:00:00 AM,AUG,145800,14,FRI,159023295,08/28/2015 02:58:00 PM,DISTRICT 1,45214,WEST END
3,28XX PRICE AV,39.1074234237521,-84.5588732989581,EAST PRICE HILL,EAST PRICE HILL,511,30902771,1,,BLACK,MALE,16,NONFATAL,04/02/2009 12:00:00 AM,APR,,N/A,THU,30902771,04/02/2009 12:00:00 AM,DISTRICT 3,45204,EAST PRICE HILL
2,19XX KINNEY AV,39.1359070188299,-84.4663705735134,EVANSTON,EVANSTON,734,20904562,2,,BLACK,MALE,29,FATAL,09/28/2009 12:00:00 AM,SEP,,N/A,MON,20904562,09/28/2009 12:00:00 AM,DISTRICT 2,45207,EVANSTON
3,24XX WESTWOOD NORTHERN BV,39.1470073688791,-84.5781841282971,WESTWOOD,EAST WESTWOOD,"4,060",179036424,1,,BLACK,MALE,49,NONFATAL,09/04/2017 12:00:00 AM,SEP,211500,21,MON,179036424,09/04/2017 09:15:00 PM,DISTRICT 3,,WESTWOOD
1,15XX LINN ST,39.112095213664,-84.5280233017982,WEST END,WEST END,"2,992",159011227,1,"CINCINNATI, OH 45238",BLACK,MALE,21,NONFATAL,05/06/2015 12:00:00 AM,MAY,115500,11,WED,159011227,05/06/2015 11:55:00 AM,DISTRICT 1,45214,WEST END
4,20XX RYAN AV,39.1178138699961,-84.5010518789428,MT AUBURN,MT. AUBURN,"3,948",179021279,1,,BLACK,MALE,29,NONFATAL,06/09/2017 12:00:00 AM,JUN,164000,16,FRI,179021279,06/09/2017 04:40:00 PM,DISTRICT 4,,MOUNT AUBURN
4,8XX BUENA VISTA PL,39.1348277837477,-84.4871170455495,WALNUT HILLS,WALNUT HILLS,642,40905026,1,,BLACK,MALE,19,NONFATAL,07/21/2009 12:00:00 AM,JUL,,N/A,TUE,40905026,07/21/2009 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
1,X BACK ST,39.1153577015104,-84.516087530139,OVER-THE-RHINE,OVER-THE-RHINE,670,10903616,1,,BLACK,FEMALE,17,NONFATAL,08/09/2009 12:00:00 AM,AUG,,N/A,SUN,10903616,08/09/2009 12:00:00 AM,DISTRICT 1,45202,OTR
3,12XX HENKEL DR,39.1166098408561,-84.5756135181066,WEST PRICE HILL,EAST PRICE HILL,"2,716",149020185,1,"CINCINNATI, OH 45223",BLACK,MALE,21,NONFATAL,08/15/2014 12:00:00 AM,AUG,215000,21,FRI,149020185,08/15/2014 09:50:00 PM,DISTRICT 3,45205,WEST PRICE HILL
3,33XX EPWORTH AV,39.148274405868,-84.5995451727471,WESTWOOD,WESTWOOD,"2,916",159006224,1,"CINCINNATI, OH 45211",BLACK,MALE,23,FATAL,03/16/2015 12:00:00 AM,MAR,212800,21,MON,159006224,03/16/2015 09:28:00 PM,DISTRICT 3,45211,WESTWOOD
1,17XX VINE ST,39.1144657034762,-84.5169036102115,OVER-THE-RHINE,OVER-THE-RHINE,"2,535",149003963,1,"CINTI, OH 45229",BLACK,MALE,32,NONFATAL,02/23/2014 12:00:00 AM,FEB,124000,12,SUN,149003963,02/23/2014 12:40:00 PM,DISTRICT 1,45202,OTR
3,50XX GLENWAY AV,39.1210170149468,-84.6019414815516,WEST PRICE HILL,WEST PRICE HILL,"2,614",149010995,1,"CINTI, OH 45238",WHITE,MALE,24,NONFATAL,05/13/2014 12:00:00 AM,MAY,225200,22,TUE,149010995,05/13/2014 10:52:00 PM,DISTRICT 3,45238,WEST PRICE HILL
2,18XX HEWITT AV,39.1371986653356,-84.4724352896968,EVANSTON,EVANSTON,"3,218",159026804,5,"CINCINNATI, OH 45207",BLACK,MALE,3,NONFATAL,09/28/2015 12:00:00 AM,SEP,235200,23,MON,159026804,09/28/2015 11:52:00 PM,DISTRICT 2,,EVANSTON
4,5XX ROCKDALE AVE,39.1457385017946,-84.4960345157889,AVONDALE,AVONDALE,"2,739",149022311,1,"CINC, OH 45229",BLACK,MALE,16,NONFATAL,09/05/2014 12:00:00 AM,SEP,170100,17,FRI,149022311,09/05/2014 05:01:00 PM,DISTRICT 4,45229,AVONDALE
1,2XX WOODWARD ST,39.1116392260168,-84.5122326413581,OVER-THE-RHINE,OVER-THE-RHINE,"2,234",139013695,1,"CINC, OH 45227",BLACK,MALE,32,NONFATAL,05/31/2013 12:00:00 AM,MAY,182000,18,FRI,139013695,05/31/2013 06:20:00 PM,DISTRICT 1,45202,OTR
4,17XX DALE RD,39.1767346112788,-84.4661774063738,BOND HILL,BOND HILL,132,40803540,1,,WHITE,MALE,35,NONFATAL,05/28/2008 12:00:00 AM,MAY,,N/A,WED,40803540,05/28/2008 12:00:00 AM,DISTRICT 4,45237,BOND HILL
4,6XX ROCKDALE AV,39.1441711277072,-84.49428154053,AVONDALE,AVONDALE,"1,774",129008553,5,"CINC, OH 45206",BLACK,FEMALE,17,NONFATAL,04/01/2012 12:00:00 AM,APR,163900,16,SUN,129008553,04/01/2012 04:39:00 PM,DISTRICT 4,45229,AVONDALE
5,22XX VINE ST,39.1221742130905,-84.5157743861564,CUF,CUF,"4,375",189020719,1,,BLACK,MALE,14,FATAL,07/30/2018 12:00:00 AM,JUL,165600,16,MON,189020719,07/30/2018 04:56:00 PM,DISTRICT 5,,CUF
1,1XX W MCMICKEN AV,39.118951635724,-84.5198261240925,OVER-THE-RHINE,OVER-THE-RHINE,"3,302",159031334,1,"CINCINNATI, OH 45214",BLACK,MALE,22,NONFATAL,11/18/2015 12:00:00 AM,NOV,201000,20,WED,159031334,11/18/2015 08:10:00 PM,DISTRICT 1,,OTR
4,4XX W NORTH BEND RD,39.2038532238716,-84.494959286903,CARTHAGE,CARTHAGE,"2,195",139011298,1,"ELMWOOD PLACE, OH 452",WHITE,MALE,29,NONFATAL,05/09/2013 12:00:00 AM,MAY,003000,0,THU,139011298,05/09/2013 12:30:00 AM,DISTRICT 4,45216,CARTHAGE
0,6XX RACE ST,39.1021680340588,-84.51531248307,CBD/RIVERFRONT,DOWNTOWN,"2,623",149012006,2,"CINCINNATI, OH 45230",BLACK,MALE,23,NONFATAL,05/24/2014 12:00:00 AM,MAY,025000,2,SAT,149012006,05/24/2014 02:50:00 AM,CENTRAL BUSINESS SECTION,45202,DOWNTOWN
3,19XX WESTWOOD NORTHERN BV,39.1428483627374,-84.5578461600956,EAST WESTWOOD,ENGLISH WOODS,792,30911288,1,,UNKNOWN,MALE,42,NONFATAL,11/28/2009 12:00:00 AM,NOV,,N/A,SAT,30911288,11/28/2009 12:00:00 AM,DISTRICT 3,45225,ENGLISH WOODS
5,53XX WINNESTE AV,39.1879516655621,-84.5145469508268,WINTON HILLS,WINTON HILLS,"2,964",159010402,1,"CINCINNATI, OH 45232",BLACK,MALE,31,NONFATAL,04/20/2015 12:00:00 AM,APR,150000,15,MON,159010402,04/20/2015 03:00:00 PM,DISTRICT 5,45232,WINTON HILLS
3,18XX FORBUS ST,39.1247833528389,-84.5600842423791,SOUTH FAIRMOUNT,EAST PRICE HILL,950,31003361,1,,BLACK,MALE,14,NONFATAL,04/20/2010 12:00:00 AM,APR,,N/A,TUE,31003361,04/20/2010 12:00:00 AM,DISTRICT 3,45214,SOUTH FAIRMOUNT
1,17XX LANG ST,39.1153423264213,-84.5150709587671,OVER-THE-RHINE,OVER-THE-RHINE,"1,259",11005724,1,"CIN, OH 45202",BLACK,MALE,21,NONFATAL,12/27/2010 12:00:00 AM,DEC,,N/A,MON,11005724,12/27/2010 12:00:00 AM,DISTRICT 1,45202,OTR
1,2XX YUKON ST,39.110633129148,-84.5104032749929,OVER-THE-RHINE,OVER-THE-RHINE,"1,423",11102176,1,"CINC, OH 45202",BLACK,MALE,20,NONFATAL,05/29/2011 12:00:00 AM,MAY,003100,0,SUN,11102176,05/29/2011 12:31:00 AM,DISTRICT 1,45202,OTR
5,14XX W NORTH BEND RD,39.2019829389078,-84.5418806838974,COLLEGE HILL,COLLEGE HILL,"3,088",159016571,1,"CINCINNATI, OH 45224",BLACK,MALE,19,NONFATAL,06/27/2015 12:00:00 AM,JUN,152300,15,SAT,159016571,06/27/2015 03:23:00 PM,DISTRICT 5,45224,COLLEGE HILL
5,16XX CEDAR AV,39.1981864202835,-84.5478112773671,COLLEGE HILL,COLLEGE HILL,"3,967",179025005,1,,BLACK,MALE,48,NONFATAL,06/30/2017 12:00:00 AM,JUN,010000,1,FRI,179025005,06/30/2017 01:00:00 AM,DISTRICT 5,,COLLEGE HILL
1,17XX LANG ST,39.1151302732932,-84.5142741342378,OVER-THE-RHINE,OVER-THE-RHINE,"1,236",11005510,1,"CINC, OH 45224",BLACK,MALE,38,NONFATAL,12/07/2010 12:00:00 AM,DEC,,N/A,TUE,11005510,12/07/2010 12:00:00 AM,DISTRICT 1,45202,OTR
4,8XX LINCOLN AV,39.1324805418355,-84.4892342972079,WALNUT HILLS,WALNUT HILLS,"1,656",41107565,1,"CINC, OH 45205",BLACK,MALE,24,FATAL,11/23/2011 12:00:00 AM,NOV,223400,22,WED,41107565,11/23/2011 10:34:00 PM,DISTRICT 4,45206,WALNUT HILLS
1,XX W 13TH ST,39.1095081819837,-84.5149582657534,OVER-THE-RHINE,OVER-THE-RHINE,"3,414",169002818,1,"CINCINNATI, OH 45229",BLACK,MALE,15,NONFATAL,03/22/2016 12:00:00 AM,MAR,182500,18,TUE,169002818,03/22/2016 06:25:00 PM,DISTRICT 1,,OTR
3,9XX ELBERON AV,39.1095735763535,-84.5663202540688,EAST PRICE HILL,EAST PRICE HILL,"2,934",159007095,2,"CINCI, OH 45205",BLACK,MALE,17,NONFATAL,03/25/2015 12:00:00 AM,MAR,222000,22,WED,159007095,03/25/2015 10:20:00 PM,DISTRICT 3,45205,EAST PRICE HILL
5,XX W MITCHELL AV,39.1605176531352,-84.5045826088839,CLIFTON,CLIFTON,"4,142",179049261,1,"CINCINNATI, OH 45224",BLACK,MALE,29,NONFATAL,11/16/2017 12:00:00 AM,NOV,133600,13,THU,179049261,11/16/2017 01:36:00 PM,DISTRICT 5,,NORTH AVONDALE
0,3XX W 5TH ST,39.1005101177178,-84.5172924377986,CBD/RIVERFRONT,DOWNTOWN,"3,832",179004548,1,,BLACK,MALE,30,NONFATAL,02/18/2017 12:00:00 AM,FEB,015300,1,SAT,179004548,02/18/2017 01:53:00 AM,CENTRAL BUSINESS SECTION,,DOWNTOWN
4,70XX GLENMEADOW LN,39.1885951735541,-84.4688812332535,BOND HILL,ROSELAWN,90,40802598,1,,BLACK,MALE,21,NONFATAL,04/20/2008 12:00:00 AM,APR,,N/A,SUN,40802598,04/20/2008 12:00:00 AM,DISTRICT 4,45237,BOND HILL
3,19XX WESTMONT LN,39.124147902269,-84.5733399156348,WEST PRICE HILL,EAST PRICE HILL,971,31004501,1,,BLACK,FEMALE,41,NONFATAL,05/19/2010 12:00:00 AM,MAY,,N/A,WED,31004501,05/19/2010 12:00:00 AM,DISTRICT 3,45205,WEST PRICE HILL
1,16XX VINE ST,39.1149901550674,-84.5155473934237,OVER-THE-RHINE,OVER-THE-RHINE,393,10806021,1,,BLACK,FEMALE,20,NONFATAL,12/07/2008 12:00:00 AM,DEC,,N/A,SUN,10806021,12/07/2008 12:00:00 AM,DISTRICT 1,45202,OTR
4,X W 70TH ST,39.1935633127121,-84.4807144721619,CARTHAGE,CARTHAGE,"3,708",169028277,1,,BLACK,MALE,20,NONFATAL,10/29/2016 12:00:00 AM,OCT,214000,21,SAT,169028277,10/29/2016 09:40:00 PM,DISTRICT 4,,CARTHAGE
3,10XX ROSS AV,39.1133393186914,-84.5753959985103,EAST PRICE HILL,EAST PRICE HILL,908,31002360,3,,BLACK,MALE,18,NONFATAL,03/24/2010 12:00:00 AM,MAR,,N/A,WED,31002360,03/24/2010 12:00:00 AM,DISTRICT 3,45205,EAST PRICE HILL
2,61XX PRENTICE ST,39.1600961553044,-84.3905023743656,MADISONVILLE,MADISONVILLE,"3,167",159022597,7,"CINCINNATI, OH 45224",BLACK,MALE,30,FATAL,08/21/2015 12:00:00 AM,AUG,235800,23,FRI,159022597,08/21/2015 11:58:00 PM,DISTRICT 2,45227,MADISONVILLE
4,16XX SPARKLE DR,39.2063893664274,-84.4585225931577,ROSELAWN,ROSELAWN,"1,792",129009680,1,"CINC, OH 45255",BLACK,MALE,27,NONFATAL,04/12/2012 12:00:00 AM,APR,231000,23,THU,129009680,04/12/2012 11:10:00 PM,DISTRICT 4,45237,ROSELAWN
3,9XX CHATEAU AV,39.1064772706126,-84.5602232341219,EAST PRICE HILL,EAST PRICE HILL,"2,232",139013288,1,"CINC, OH 45205",BLACK,MALE,29,NONFATAL,05/29/2013 12:00:00 AM,MAY,181500,18,WED,139013288,05/29/2013 06:15:00 PM,DISTRICT 3,45204,EAST PRICE HILL
1,1XX E CLIFTON,39.1149525110444,-84.5136991504028,OVER-THE-RHINE,OVER-THE-RHINE,"1,172",11004694,1,"CINC, OH 45206",BLACK,MALE,27,NONFATAL,10/13/2010 12:00:00 AM,OCT,,N/A,WED,11004694,10/13/2010 12:00:00 AM,DISTRICT 1,45202,OTR
4,70XX GLENMEADOW LN,39.1907825269751,-84.4676081852848,BOND HILL,ROSELAWN,481,40901581,2,,BLACK,MALE,19,FATAL,03/04/2009 12:00:00 AM,MAR,,N/A,WED,40901581,03/04/2009 12:00:00 AM,DISTRICT 4,45237,ROSELAWN
3,11XX SUNSET AV,39.1129539596195,-84.5857525476843,WEST PRICE HILL,WEST PRICE HILL,"1,764",129007313,1,"CINC, OH 45211",BLACK,MALE,28,NONFATAL,03/23/2012 12:00:00 AM,MAR,001000,0,FRI,129007313,03/23/2012 12:10:00 AM,DISTRICT 3,45205,WEST PRICE HILL
3,24XX NOTTINGHAM RD,39.1575268657967,-84.5605726762192,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,"2,855",149032404,1,"C/O, 45223",BLACK,MALE,24,NONFATAL,12/21/2014 12:00:00 AM,DEC,213200,21,SUN,149032404,12/21/2014 09:32:00 PM,DISTRICT 3,45225,VILLAGES AT ROLL HILL
2,19XX HEWITT AV,39.1370175597709,-84.466390125797,EVANSTON,EVANSTON,"4,516",189033994,1,,BLACK,MALE,34,NONFATAL,12/31/2018 12:00:00 AM,DEC,144500,14,MON,189033994,12/31/2018 02:45:00 PM,DISTRICT 2,,EVANSTON
1,9XX YORK ST,39.1163937251502,-84.5290563905725,WEST END,WEST END,549,10901835,1,,BLACK,MALE,20,NONFATAL,05/05/2009 12:00:00 AM,MAY,,N/A,TUE,10901835,05/05/2009 12:00:00 AM,DISTRICT 1,45214,WEST END
1,15XX MOORE ST,39.113080925404,-84.514243642402,OVER-THE-RHINE,OVER-THE-RHINE,"3,277",159029649,1,"CINTI, OH 45229",BLACK,MALE,34,NONFATAL,10/30/2015 12:00:00 AM,OCT,002700,0,FRI,159029649,10/30/2015 12:27:00 AM,DISTRICT 1,,OTR
3,30XX HARRISON AV,39.1488849820206,-84.5972787810528,WESTWOOD,WESTWOOD,"2,972",159009971,2,"CINCINNATI, OH 45211",BLACK,MALE,25,NONFATAL,04/24/2015 12:00:00 AM,APR,025500,2,FRI,159009971,04/24/2015 02:55:00 AM,DISTRICT 3,45211,WESTWOOD
3,37XX WESTMONT DR,39.123482207731,-84.5709321648231,WEST PRICE HILL,EAST PRICE HILL,"1,725",129002488,1,"CINC, OH 45205",BLACK,MALE,28,NONFATAL,01/27/2012 12:00:00 AM,JAN,213000,21,FRI,129002488,01/27/2012 09:30:00 PM,DISTRICT 3,45205,WEST PRICE HILL
1,17XX VINE ST,39.1159167380927,-84.5164194793179,OVER-THE-RHINE,OVER-THE-RHINE,483,10900844,1,,BLACK,MALE,22,NONFATAL,03/06/2009 12:00:00 AM,MAR,,N/A,FRI,10900844,03/06/2009 12:00:00 AM,DISTRICT 1,45202,OTR
1,17XX VINE ST,39.1153388268544,-84.5157627741353,OVER-THE-RHINE,OVER-THE-RHINE,"1,220",11005274,1,"CINC., OH 45207",BLACK,MALE,35,NONFATAL,11/21/2010 12:00:00 AM,NOV,,N/A,SUN,11005274,11/21/2010 12:00:00 AM,DISTRICT 1,45202,OTR
4,5XX OAK ST,39.1307967330158,-84.5003954457242,AVONDALE,AVONDALE,"4,096",179041245,2,,BLACK,MALE,29,NONFATAL,10/03/2017 12:00:00 AM,OCT,020600,2,TUE,179041245,10/03/2017 02:06:00 AM,DISTRICT 4,,AVONDALE
4,34XX BURNET AV,39.1418418898415,-84.5001055534533,AVONDALE,AVONDALE,"3,976",179025516,1,,BLACK,MALE,23,NONFATAL,07/05/2017 12:00:00 AM,JUL,131500,13,WED,179025516,07/05/2017 01:15:00 PM,DISTRICT 4,,AVONDALE
3,7XX STATE AV,39.1035656293731,-84.5543086533102,LOWER PRICE HILL,LOWER PRICE HILL,"3,270",159029338,2,"ADDYSTON, OH 45001",WHITE,FEMALE,26,NONFATAL,10/26/2015 12:00:00 AM,OCT,170200,17,MON,159029338,10/26/2015 05:02:00 PM,DISTRICT 3,,LOWER PRICE HILL
